1;arms_factory;2920.00;11.20;1495.00;4.54;0
1;arms_factory;2845.00;10.48;1400.00;5.74;0
1;arms_factory;2890.00;10.40;1483.00;3.58;0
1;arms_factory;2831.00;9.85;1398.00;5.14;0
1;arms_factory;2844.00;11.38;1432.00;1.52;0
1;arms_factory;2814.00;10.00;1392.00;4.19;0
1;industrial_complex;2916.00;11.40;1465.00;2.03;0
1;industrial_complex;2914.00;11.30;1465.00;5.05;0
1;industrial_complex;2816.00;9.93;1438.00;6.25;0
1;industrial_complex;2913.00;10.10;1388.00;4.09;0
1;industrial_complex;2917.00;11.43;1465.00;0.47;0
1;industrial_complex;2899.00;10.30;1490.00;2.04;0
1;air_base;2832.00;10.35;1430.00;4.70;0
1;bunker;2928.00;10.25;1410.00;2.54;0
1;bunker;2947.00;11.20;1477.00;3.74;0
1;bunker;2878.00;10.00;1373.00;0.48;0
1;bunker;2948.00;11.45;1494.00;3.14;0
1;bunker;2808.00;9.95;1420.00;5.81;0
1;bunker;2900.00;11.43;1449.00;2.54;0
1;bunker;2879.00;11.00;1466.00;5.21;0
1;bunker;2923.00;10.30;1418.00;1.59;0
1;bunker;2935.00;11.20;1459.00;4.25;0
1;bunker;2936.00;10.18;1406.00;0.99;0
1;bunker;2886.00;11.00;1393.00;3.66;0
1;bunker;2850.00;11.70;1427.00;0.04;0
1;bunker;2825.00;9.88;1410.00;2.70;0
1;bunker;2927.00;11.18;1444.00;5.72;0
1;bunker;2844.00;10.50;1387.00;0.64;0
1;bunker;2818.00;9.90;1427.00;4.76;0
1;bunker;2858.00;12.20;1434.00;2.61;0
1;bunker;2809.00;9.90;1410.00;2.71;0
1;bunker;2855.00;11.00;1399.00;0.55;0
1;bunker;2899.00;11.00;1469.00;3.21;0
1;bunker;2924.00;11.23;1471.00;4.77;0
1;bunker;2865.00;11.07;1396.00;1.16;0
1;bunker;2923.00;10.80;1433.00;5.28;0
1;bunker;2902.00;11.07;1413.00;0.20;0
1;bunker;2856.00;10.70;1387.00;3.22;0
1;bunker;2859.00;10.50;1461.00;5.88;0
1;bunker;2906.00;10.65;1502.00;2.26;0
1;bunker;2875.00;11.60;1415.00;0.11;0
1;bunker;2906.00;11.30;1432.00;1.67;0
1;bunker;2840.00;10.98;1443.00;5.79;0
1;bunker;2918.00;11.12;1494.00;0.71;0
1;bunker;2905.00;10.85;1402.00;4.83;0
1;bunker;2855.00;11.07;1450.00;0.11;0
1;bunker;2843.00;10.32;1400.00;2.78;0
1;bunker;2930.00;11.07;1444.00;5.44;0
1;bunker;2931.00;10.60;1420.00;2.17;0
1;bunker;2882.00;12.05;1438.00;3.38;0
1;bunker;2872.00;12.23;1434.00;1.22;0
1;bunker;2900.00;10.00;1373.00;5.34;0
1;bunker;2827.00;9.90;1393.00;5.45;0
1;bunker;2900.00;10.40;1386.00;3.29;0
1;bunker;2919.00;10.10;1406.00;5.95;0
1;bunker;2864.00;10.20;1379.00;2.33;0
1;bunker;2912.00;9.98;1380.00;3.89;0
1;bunker;2879.00;11.90;1423.00;1.73;0
1;bunker;2876.00;9.98;1368.00;4.40;0
1;bunker;2895.00;11.45;1410.00;0.78;0
1;bunker;2930.00;9.98;1393.00;2.34;0
1;anti_air_building;2939.00;10.50;1430.00;0.18;0
1;anti_air_building;2878.00;11.88;1446.00;2.84;0
1;anti_air_building;2959.00;11.23;1496.00;5.50;0
1;synthetic_refinery;2912.00;10.82;1490.00;2.24;0
1;fuel_silo;2874.00;11.40;1452.00;3.45;0
1;radar_station;2885.00;12.07;1431.00;1.85;0
1;rocket_site;2923.00;10.70;1427.00;2.85;0
1;nuclear_reactor;2906.00;11.05;1414.00;5.51;0
2;arms_factory;2379.00;11.18;1379.00;3.58;0
2;arms_factory;2408.00;10.40;1328.00;5.14;0
2;arms_factory;2337.00;10.78;1314.00;1.52;0
2;arms_factory;2300.00;11.15;1397.00;4.19;0
2;arms_factory;2399.00;12.35;1374.00;2.03;0
2;arms_factory;2359.00;10.45;1315.00;5.05;0
2;industrial_complex;2424.00;13.57;1398.00;6.25;0
2;industrial_complex;2367.00;10.82;1330.00;4.09;0
2;industrial_complex;2280.00;12.60;1339.00;0.47;0
2;industrial_complex;2366.00;10.10;1306.00;2.04;0
2;industrial_complex;2332.00;11.15;1334.00;4.70;0
2;industrial_complex;2307.00;12.30;1346.00;2.54;0
2;air_base;2386.75;10.30;1345.69;3.74;0
2;naval_base;2364.00;9.62;1294.00;0.79;6373
2;naval_base;2422.00;9.50;1314.00;1.05;4718
2;naval_base;2383.00;9.50;1300.00;0.00;7022
2;naval_base;2430.00;9.50;1313.00;0.00;4718
2;naval_base;2408.00;9.65;1309.00;1.11;3545
2;naval_base;2382.00;9.50;1300.00;1.33;7022
2;bunker;2375.00;10.43;1344.00;4.25;0
2;bunker;2406.00;11.65;1357.00;0.99;0
2;bunker;2413.00;10.40;1331.00;3.66;0
2;bunker;2409.00;12.30;1370.00;0.04;0
2;bunker;2320.00;11.90;1354.00;2.70;0
2;bunker;2337.00;10.38;1295.00;5.72;0
2;bunker;2384.00;10.10;1314.00;0.64;0
2;bunker;2328.00;10.93;1299.00;4.76;0
2;bunker;2372.00;10.95;1368.00;2.61;0
2;bunker;2384.00;10.88;1360.00;2.71;0
2;bunker;2418.00;13.15;1384.00;0.55;0
2;bunker;2320.00;11.35;1323.00;3.21;0
2;bunker;2340.00;11.80;1365.00;4.77;0
2;bunker;2319.00;11.90;1355.00;1.16;0
2;bunker;2396.00;10.82;1341.00;5.28;0
2;bunker;2298.00;12.40;1339.00;0.20;0
2;bunker;2322.00;11.25;1309.00;3.22;0
2;bunker;2303.00;12.32;1342.00;5.88;0
2;bunker;2295.00;12.15;1374.00;2.26;0
2;bunker;2341.00;11.43;1379.00;0.11;0
2;bunker;2356.00;10.40;1315.00;1.67;0
2;bunker;2329.00;11.40;1359.00;5.79;0
2;bunker;2339.00;11.57;1362.00;0.71;0
2;bunker;2372.00;10.90;1365.00;4.83;0
2;bunker;2320.00;11.80;1368.00;0.11;0
2;bunker;2345.00;11.40;1387.00;2.78;0
2;bunker;2280.00;12.65;1349.00;5.44;0
2;bunker;2416.00;12.45;1390.00;2.17;0
2;bunker;2417.00;9.93;1315.00;3.38;0
2;bunker;2340.00;11.20;1332.00;1.22;0
2;bunker;2292.00;12.00;1320.00;5.34;0
2;bunker;2365.00;11.10;1341.00;5.45;0
2;bunker;2313.00;11.60;1335.00;3.29;0
2;bunker;2378.00;10.30;1351.00;5.95;0
2;bunker;2310.00;11.57;1312.00;2.33;0
2;bunker;2333.00;10.80;1315.00;3.89;0
2;bunker;2291.00;12.45;1346.00;1.73;0
2;bunker;2349.00;10.28;1301.00;4.40;0
2;bunker;2279.00;12.85;1368.00;0.78;0
2;bunker;2378.00;10.05;1309.00;2.34;0
2;bunker;2269.00;13.07;1334.00;0.18;0
2;bunker;2335.00;11.20;1336.00;2.84;0
2;bunker;2384.00;10.28;1344.00;5.50;0
2;bunker;2354.00;10.90;1408.00;2.24;0
2;bunker;2384.00;11.32;1376.00;3.45;0
2;bunker;2330.00;11.07;1323.00;1.29;0
2;bunker;2357.00;11.03;1347.00;2.85;0
2;bunker;2344.00;10.55;1311.00;5.51;0
2;bunker;2309.00;10.85;1396.00;1.90;0
2;bunker;2432.00;10.00;1316.00;6.02;0
2;bunker;2323.00;11.43;1378.00;6.12;0
2;bunker;2375.00;11.00;1386.00;3.96;0
2;bunker;2285.00;11.90;1314.00;1.80;0
2;bunker;2365.00;11.28;1386.00;4.46;0
2;bunker;2378.00;10.45;1336.00;6.03;0
2;bunker;2365.00;10.70;1324.00;2.41;0
2;bunker;2263.00;13.28;1350.00;0.25;0
2;bunker;2395.00;11.93;1375.00;1.45;0
