0;0;0;0;land;false;unknown;1
1;61;203;238;land;false;forest;1
2;185;149;202;land;false;mountain;1
3;91;236;194;land;false;plains;1
4;149;199;191;land;true;mountain;1
5;199;193;245;land;false;mountain;1
6;155;249;181;land;false;desert;1
7;200;228;119;land;false;plains;1
8;204;224;85;land;false;plains;1
9;211;185;181;land;true;mountain;1
10;166;155;180;land;false;plains;1
11;208;239;107;land;true;mountain;1
12;246;178;95;land;true;plains;1
13;208;222;132;land;false;plains;1
14;194;245;210;land;false;plains;1
15;138;142;224;land;false;forest;1
16;245;226;201;land;false;plains;1
17;221;238;82;land;false;plains;1
18;201;254;72;land;false;plains;1
19;235;193;198;land;true;mountain;1
20;253;159;214;land;true;desert;1
21;173;248;96;land;false;plains;1
22;133;227;207;land;false;plains;1
23;230;200;102;land;false;forest;1
24;223;156;200;land;true;mountain;1
25;247;197;234;land;true;desert;1
26;122;228;213;land;false;plains;1
27;192;195;137;land;true;mountain;1
28;185;138;181;land;false;plains;1
29;166;155;207;land;false;marsh;1
30;196;160;215;land;false;plains;1
31;226;123;233;land;false;plains;1
32;213;244;54;land;false;forest;1
33;126;212;252;land;false;forest;1
34;170;140;229;land;false;plains;1
35;238;211;91;land;false;plains;1
36;227;157;120;land;false;plains;1
37;197;164;140;land;false;plains;1
38;122;165;234;land;false;plains;1
39;78;246;198;land;false;desert;1
40;220;203;200;land;false;plains;1
41;177;157;243;land;false;mountain;1
42;248;230;82;land;true;plains;1
43;232;232;136;land;false;mountain;1
44;162;250;159;land;true;mountain;1
45;188;245;162;land;false;plains;1
46;57;223;224;land;false;mountain;1
47;167;216;246;land;false;mountain;1
48;166;133;205;land;false;mountain;1
49;185;142;243;land;false;plains;1
50;179;188;242;land;false;forest;1
51;160;211;179;land;false;mountain;1
52;144;221;235;land;false;plains;1
53;236;233;141;land;false;plains;1
54;247;165;187;land;false;plains;1
55;167;219;190;land;false;jungle;1
56;155;232;210;land;false;mountain;1
57;181;111;235;land;false;plains;1
58;253;58;246;land;false;mountain;1
59;120;197;227;land;false;plains;1
60;238;237;244;land;false;plains;1
61;250;227;190;land;true;plains;1
62;154;251;164;land;true;plains;1
63;193;180;167;land;false;plains;1
64;149;180;236;land;false;plains;1
65;161;229;179;land;false;plains;1
66;219;124;223;land;false;mountain;1
67;184;196;150;land;false;plains;1
68;197;179;199;land;false;plains;1
69;159;238;152;land;false;plains;1
70;222;249;234;land;true;plains;1
71;213;77;212;land;true;mountain;1
72;54;246;249;land;false;jungle;1
73;198;206;215;land;false;plains;1
74;174;161;236;land;false;forest;1
75;244;223;127;land;false;mountain;1
76;245;102;222;land;false;plains;1
77;220;166;157;land;false;forest;1
78;208;103;200;land;true;mountain;1
79;250;206;125;land;false;plains;1
80;247;238;174;land;false;mountain;1
81;201;65;252;land;false;mountain;1
82;234;140;137;land;false;plains;1
83;197;112;196;land;true;mountain;1
84;107;246;184;land;false;plains;1
85;208;129;247;land;false;mountain;1
86;210;220;160;land;false;marsh;1
87;184;244;89;land;false;plains;1
88;181;115;236;land;true;mountain;1
89;229;233;180;land;false;plains;1
90;217;75;245;land;false;plains;1
91;184;186;213;land;false;forest;1
92;175;243;164;land;false;plains;1
93;199;234;79;land;false;jungle;1
94;204;211;177;land;true;plains;1
95;156;227;181;land;false;desert;1
96;194;64;251;land;false;plains;1
97;208;137;174;land;true;mountain;1
98;220;245;229;land;false;mountain;1
99;199;161;147;land;false;mountain;1
100;44;238;239;land;false;plains;1
101;237;41;231;land;false;mountain;1
102;67;243;208;land;false;desert;1
