1;0;2173.00;10.20;1446.00;0.00;0.36
2;0;2963.00;11.70;1305.00;0.00;0.64
3;0;2420.00;11.22;1771.00;0.00;0.56
4;0;2124.00;10.40;1495.00;0.00;0.68
5;0;2509.00;17.45;1496.00;0.00;0.88
6;0;2164.00;10.75;1059.00;0.00;0.60
7;0;2857.00;11.52;1295.00;0.00;0.48
8;0;2670.00;10.12;1811.00;0.00;0.36
9;0;3100.00;10.20;1464.00;0.00;0.76
10;0;2609.00;12.05;1709.00;0.00;0.52
11;0;2945.00;11.60;1651.00;0.00;0.64
12;0;2959.00;10.40;1789.00;0.00;0.48
13;0;2609.00;10.50;1386.00;0.00;0.44
14;0;2721.00;10.92;1720.00;0.00;0.32
15;0;2090.00;11.85;1272.00;0.00;0.80
16;0;2883.00;12.12;1639.00;0.00;0.68
17;0;2651.00;10.82;1581.00;0.00;0.60
18;0;2415.00;11.57;1353.00;0.00;0.40
19;0;2057.00;11.10;1055.00;0.00;0.60
20;0;1921.00;9.90;1457.00;0.00;0.44
21;0;2817.00;10.70;991.00;0.00;0.76
22;0;2739.00;10.40;992.00;0.00;0.84
23;0;1981.00;10.77;1308.00;0.00;0.76
24;0;2076.00;14.95;1590.00;0.00;0.96
25;0;2140.00;9.97;825.00;0.00;0.60
26;0;2375.00;10.92;1389.00;0.00;0.44
27;0;2077.00;10.82;1005.00;0.00;0.84
28;0;2956.00;11.00;1470.00;0.00;0.52
29;0;2811.00;10.85;1692.00;0.00;0.52
30;0;2740.00;10.70;1170.00;0.00;0.28
31;0;3036.00;10.00;1425.00;0.00;0.52
32;0;2148.00;10.20;1416.00;0.00;0.44
33;0;2143.00;11.00;1296.00;0.00;0.60
34;0;2875.00;11.67;1553.00;0.00;0.56
35;0;2551.00;11.60;1415.00;0.00;0.36
36;0;2522.00;10.20;1830.00;0.00;0.56
37;0;2530.00;11.07;1016.00;0.00;0.52
38;0;2205.00;10.30;1484.00;0.00;0.48
39;0;2110.00;10.80;1039.00;0.00;0.52
40;0;3041.00;9.90;1488.00;0.00;0.56
41;0;2260.00;12.40;1612.00;0.00;0.68
42;0;2256.00;10.37;1164.00;0.00;0.60
43;0;2222.00;11.72;1661.00;0.00;0.84
44;0;2975.00;10.57;1788.00;0.00;0.36
45;0;2494.00;11.30;1138.00;0.00;0.48
46;0;2151.00;11.85;1320.00;0.00;0.64
47;0;2884.00;12.15;1575.00;0.00;0.64
48;0;2421.00;11.65;1870.00;0.00;0.80
49;0;2454.00;11.32;1805.00;0.00;0.48
50;0;1979.00;10.60;1397.00;0.00;0.68
51;0;2631.00;12.15;1795.00;0.00;0.76
52;0;2725.00;10.12;1215.00;0.00;0.28
53;0;2735.00;10.30;1526.00;0.00;0.44
54;0;2748.00;9.90;1232.00;0.00;0.28
55;0;2099.00;11.57;1145.00;0.00;0.40
56;0;2928.00;13.15;1552.00;0.00;0.72
57;0;2525.00;12.00;1609.00;0.00;0.64
58;0;2661.00;14.62;932.00;0.00;0.92
59;0;2438.00;11.20;1136.00;0.00;0.44
60;0;2874.00;10.70;1768.00;0.00;0.52
61;0;2785.00;10.00;1391.00;0.00;0.36
62;0;2572.00;10.00;1790.00;0.00;0.44
63;0;2766.00;9.95;1497.00;0.00;0.56
64;0;2376.00;11.60;1754.00;0.00;0.56
65;0;2711.00;10.17;1052.00;0.00;0.76
66;0;2898.00;11.67;1516.00;0.00;0.72
67;0;2361.00;11.10;1740.00;0.00;0.56
68;0;2847.00;10.65;1540.00;0.00;0.52
69;0;2587.00;10.10;1112.00;0.00;0.40
70;0;3133.00;10.50;1403.00;0.00;0.64
71;0;3013.00;11.77;1146.00;0.00;0.72
72;0;2094.00;13.17;1222.00;0.00;0.64
73;0;2224.00;10.47;1528.00;0.00;0.52
74;0;2601.00;10.10;1090.00;0.00;0.44
75;0;2596.00;11.00;1746.00;0.00;0.56
76;0;2800.00;9.92;1464.00;0.00;0.36
77;0;2554.00;10.90;1034.00;0.00;0.56
78;0;2584.00;12.10;922.00;0.00;0.76
79;0;2381.00;9.90;1511.00;0.00;0.44
80;0;2632.00;18.55;1513.00;0.00;0.84
81;0;2891.00;12.50;1665.00;0.00;0.76
82;0;2994.00;11.30;1281.00;0.00;0.76
83;0;2697.00;13.37;864.00;0.00;0.80
84;0;2620.00;12.47;1684.00;0.00;0.60
85;0;2622.00;14.77;1593.00;0.00;0.84
86;0;2785.00;11.05;1729.00;0.00;0.36
87;0;2415.00;12.35;1372.00;0.00;0.40
88;0;2341.00;13.32;1844.00;0.00;0.92
89;0;2563.00;10.70;1740.00;0.00;0.72
90;0;2573.00;11.00;1228.00;0.00;0.32
91;0;2464.00;12.30;1114.00;0.00;0.40
92;0;2405.00;10.07;1504.00;0.00;0.60
93;0;2232.00;10.85;1216.00;0.00;0.40
94;0;2996.00;10.05;1554.00;0.00;0.44
95;0;2138.00;10.05;773.00;0.00;0.60
96;0;2280.00;9.95;1438.00;0.00;0.36
97;0;2829.00;13.10;1277.00;0.00;0.84
98;0;2485.00;21.70;1524.00;0.00;1.08
99;0;2216.00;12.87;1276.00;0.00;0.76
100;0;2697.00;10.50;1192.00;0.00;0.28
101;0;2237.00;18.67;1310.00;0.00;0.88
102;0;1958.00;10.97;1497.00;0.00;0.56
103;0;2934.00;12.30;1689.00;0.00;0.56
104;0;2495.00;11.90;1035.00;0.00;0.60
105;0;2364.00;10.00;1578.00;0.00;0.56
106;0;2212.00;10.02;782.00;0.00;0.52
107;0;2571.00;12.65;1500.00;0.00;0.72
108;0;2469.00;10.07;1963.00;0.00;0.48
109;0;2603.00;23.72;1563.00;0.00;0.80
